Ps: 112101 ScoreTest: 0.519868405338, k: 2, gamma: 0.03
Ps	Session	Feedback	Length	Ideal	Resp	SVM_prediction	Correct
112202	5	2	38	1	1	1.0	Yes
112202	5	2	19	1	-1	-1.0	Yes
112202	5	2	32	1	-1	1.0	No
112202	5	2	40	1	1	1.0	Yes
112202	5	2	48	1	1	1.0	Yes
112202	5	2	25	1	-1	-1.0	Yes
112202	5	2	30	1	-1	-1.0	Yes
112202	5	2	22	1	-1	-1.0	Yes
112202	5	2	58	1	1	1.0	Yes
112202	5	2	57	1	1	1.0	Yes
112202	5	2	17	1	-1	-1.0	Yes
112202	5	2	26	1	1	-1.0	No
112202	5	2	28	1	-1	-1.0	Yes
112202	5	2	24	1	-1	-1.0	Yes
112202	5	2	43	1	1	1.0	Yes
112202	5	2	29	1	-1	-1.0	Yes
112202	5	2	21	1	-1	-1.0	Yes
112202	5	2	60	1	1	1.0	Yes
112202	5	2	33	1	1	1.0	Yes
112202	5	2	5	1	-1	-1.0	Yes
112202	5	2	34	1	1	1.0	Yes
112202	5	2	46	1	1	1.0	Yes
112202	5	2	13	1	-1	-1.0	Yes
112202	5	2	23	1	1	-1.0	No
112202	5	2	35	1	1	1.0	Yes
112202	5	2	2	1	-1	-1.0	Yes
112202	5	2	39	1	1	1.0	Yes
112202	5	2	16	1	-1	-1.0	Yes
112202	5	2	52	1	1	1.0	Yes
112202	5	2	27	1	-1	-1.0	Yes
112202	5	2	6	1	-1	-1.0	Yes
112202	5	2	8	1	-1	-1.0	Yes
112202	5	2	1	1	-1	-1.0	Yes
112203	1	2	37	1	-1	1.0	No
112203	1	2	8	1	1	-1.0	No
112203	1	2	36	1	-1	1.0	No
112203	1	2	38	1	-1	1.0	No
112203	1	2	47	1	1	1.0	Yes
112203	1	2	34	1	-1	1.0	No
112203	1	2	25	1	-1	-1.0	Yes
112203	1	2	46	1	1	1.0	Yes
112203	1	2	4	1	-1	-1.0	Yes
112203	1	2	14	1	1	-1.0	No
112203	1	2	40	1	1	1.0	Yes
112203	1	2	29	1	-1	-1.0	Yes
112203	1	2	32	1	-1	1.0	No
112203	1	2	55	1	-1	1.0	No
112203	1	2	57	1	1	1.0	Yes
112203	1	2	27	1	-1	-1.0	Yes
112203	1	2	33	1	1	1.0	Yes
112203	1	2	51	1	1	1.0	Yes
112203	1	2	10	1	1	-1.0	No
112203	1	2	26	1	1	-1.0	No
112203	1	2	53	1	1	1.0	Yes
112203	1	2	30	1	-1	-1.0	Yes
112203	1	2	5	1	-1	-1.0	Yes
112203	1	2	49	1	-1	1.0	No
112203	1	2	3	1	1	-1.0	No
112203	1	2	18	1	-1	-1.0	Yes
112203	1	2	15	1	-1	-1.0	Yes
112203	1	2	17	1	-1	-1.0	Yes
112203	1	2	12	1	-1	-1.0	Yes
112203	1	2	11	1	-1	-1.0	Yes
112203	1	2	35	1	1	1.0	Yes
112203	1	2	31	1	1	1.0	Yes
112203	1	2	28	1	-1	-1.0	Yes
112203	1	2	60	1	1	1.0	Yes
112203	1	2	6	1	1	-1.0	No
112203	1	2	43	1	-1	1.0	No
112203	1	2	1	1	1	-1.0	No
112203	1	2	2	1	1	-1.0	No
112203	1	2	16	1	-1	-1.0	Yes
112203	1	2	45	1	1	1.0	Yes
112203	1	2	21	1	-1	-1.0	Yes
112203	1	2	13	1	-1	-1.0	Yes
112203	1	2	56	1	1	1.0	Yes
112203	1	2	59	1	1	1.0	Yes
112203	1	2	41	1	1	1.0	Yes
112203	1	2	44	1	1	1.0	Yes
112203	1	2	19	1	-1	-1.0	Yes
112203	1	2	58	1	1	1.0	Yes
112203	1	2	22	1	-1	-1.0	Yes
112203	1	2	7	1	-1	-1.0	Yes
112203	1	2	9	1	-1	-1.0	Yes
112203	1	2	39	1	1	1.0	Yes
112203	1	2	42	1	1	1.0	Yes
112203	1	2	23	1	-1	-1.0	Yes
112203	1	2	48	1	-1	1.0	No
112203	1	2	20	1	1	-1.0	No
112203	1	2	24	1	1	-1.0	No
112203	1	2	52	1	1	1.0	Yes
112203	1	2	54	1	1	1.0	Yes
112203	1	2	50	1	1	1.0	Yes
112203	5	2	46	1	1	1.0	Yes
112203	5	2	36	1	1	1.0	Yes
112203	5	2	43	1	1	1.0	Yes
112203	5	2	53	1	1	1.0	Yes
112203	5	2	60	1	1	1.0	Yes
112203	5	2	16	1	-1	-1.0	Yes
112203	5	2	2	1	-1	-1.0	Yes
112203	5	2	35	1	-1	1.0	No
112203	5	2	1	1	-1	-1.0	Yes
112203	5	2	5	1	-1	-1.0	Yes
112203	5	2	39	1	1	1.0	Yes
112203	5	2	20	1	-1	-1.0	Yes
112203	5	2	22	1	-1	-1.0	Yes
112203	5	2	18	1	-1	-1.0	Yes
112203	5	2	52	1	1	1.0	Yes
112203	5	2	12	1	-1	-1.0	Yes
112203	5	2	31	1	-1	1.0	No
112203	5	2	29	1	-1	-1.0	Yes
112203	5	2	10	1	-1	-1.0	Yes
112203	5	2	15	1	-1	-1.0	Yes
112203	5	2	51	1	1	1.0	Yes
112203	5	2	57	1	1	1.0	Yes
112203	5	2	56	1	1	1.0	Yes
112203	5	2	58	1	1	1.0	Yes
112203	5	2	50	1	1	1.0	Yes
112203	5	2	44	1	1	1.0	Yes
112203	5	2	40	1	1	1.0	Yes
112203	5	2	47	1	1	1.0	Yes
112203	5	2	32	1	1	1.0	Yes
112203	5	2	8	1	-1	-1.0	Yes
112203	5	2	11	1	-1	-1.0	Yes
112203	5	2	54	1	1	1.0	Yes
112203	5	2	38	1	1	1.0	Yes
112203	5	2	19	1	-1	-1.0	Yes
112203	5	2	37	1	-1	1.0	No
112203	5	2	6	1	-1	-1.0	Yes
112203	5	2	55	1	1	1.0	Yes
112203	5	2	45	1	1	1.0	Yes
112203	5	2	13	1	-1	-1.0	Yes
112203	5	2	49	1	1	1.0	Yes
112203	5	2	3	1	-1	-1.0	Yes
112203	5	2	24	1	-1	-1.0	Yes
112203	5	2	17	1	-1	-1.0	Yes
112203	5	2	42	1	1	1.0	Yes
112203	5	2	27	1	-1	-1.0	Yes
112203	5	2	41	1	1	1.0	Yes
112203	5	2	26	1	-1	-1.0	Yes
112203	5	2	9	1	-1	-1.0	Yes
112203	5	2	4	1	-1	-1.0	Yes
112203	5	2	28	1	-1	-1.0	Yes
112203	5	2	34	1	1	1.0	Yes
112203	5	2	7	1	-1	-1.0	Yes
112203	5	2	21	1	-1	-1.0	Yes
112203	5	2	48	1	1	1.0	Yes
112203	5	2	14	1	-1	-1.0	Yes
112203	5	2	59	1	1	1.0	Yes
112203	5	2	33	1	1	1.0	Yes
112203	5	2	23	1	-1	-1.0	Yes
112203	5	2	30	1	-1	-1.0	Yes
112203	5	2	25	1	-1	-1.0	Yes
112204	1	2	19	1	-1	-1.0	Yes
112204	1	2	16	1	-1	-1.0	Yes
112204	1	2	52	1	1	1.0	Yes
112204	1	2	35	1	1	1.0	Yes
112204	1	2	54	1	1	1.0	Yes
112204	1	2	51	1	1	1.0	Yes
112204	1	2	3	1	-1	-1.0	Yes
112204	1	2	38	1	1	1.0	Yes
112204	1	2	60	1	1	1.0	Yes
112204	1	2	8	1	-1	-1.0	Yes
112204	1	2	58	1	1	1.0	Yes
112204	1	2	49	1	1	1.0	Yes
112204	1	2	21	1	-1	-1.0	Yes
112204	1	2	36	1	1	1.0	Yes
112204	1	2	5	1	-1	-1.0	Yes
112204	1	2	14	1	-1	-1.0	Yes
112204	1	2	55	1	1	1.0	Yes
112204	1	2	39	1	1	1.0	Yes
112204	1	2	44	1	1	1.0	Yes
112204	1	2	10	1	-1	-1.0	Yes
112204	1	2	33	1	-1	1.0	No
112204	1	2	42	1	1	1.0	Yes
112204	1	2	47	1	1	1.0	Yes
112204	1	2	28	1	-1	-1.0	Yes
112204	1	2	13	1	-1	-1.0	Yes
112204	1	2	23	1	-1	-1.0	Yes
112204	1	2	37	1	1	1.0	Yes
112204	1	2	12	1	-1	-1.0	Yes
112204	1	2	24	1	-1	-1.0	Yes
112204	1	2	1	1	-1	-1.0	Yes
112204	1	2	26	1	-1	-1.0	Yes
112204	1	2	29	1	1	-1.0	No
112204	1	2	48	1	1	1.0	Yes
112204	1	2	56	1	1	1.0	Yes
112204	1	2	57	1	1	1.0	Yes
112204	1	2	46	1	1	1.0	Yes
112204	1	2	59	1	1	1.0	Yes
112204	1	2	4	1	-1	-1.0	Yes
112204	1	2	17	1	-1	-1.0	Yes
112204	1	2	11	1	-1	-1.0	Yes
112204	1	2	15	1	-1	-1.0	Yes
112204	1	2	25	1	-1	-1.0	Yes
112204	1	2	41	1	1	1.0	Yes
112204	1	2	53	1	1	1.0	Yes
112204	1	2	34	1	1	1.0	Yes
112204	1	2	40	1	1	1.0	Yes
112204	1	2	45	1	1	1.0	Yes
112204	1	2	27	1	-1	-1.0	Yes
112204	1	2	30	1	-1	-1.0	Yes
112204	1	2	20	1	-1	-1.0	Yes
112204	1	2	32	1	1	1.0	Yes
112204	1	2	9	1	-1	-1.0	Yes
112204	1	2	31	1	1	1.0	Yes
112204	1	2	2	1	-1	-1.0	Yes
112204	1	2	6	1	-1	-1.0	Yes
112204	1	2	43	1	1	1.0	Yes
112204	1	2	50	1	1	1.0	Yes
112204	1	2	7	1	-1	-1.0	Yes
112204	1	2	18	1	-1	-1.0	Yes
112204	1	2	22	1	-1	-1.0	Yes
112204	5	2	36	1	1	1.0	Yes
112204	5	2	12	1	-1	-1.0	Yes
112204	5	2	21	1	-1	-1.0	Yes
112204	5	2	18	1	-1	-1.0	Yes
112204	5	2	32	1	1	1.0	Yes
112204	5	2	28	1	1	-1.0	No
112204	5	2	5	1	-1	-1.0	Yes
112204	5	2	25	1	-1	-1.0	Yes
112204	5	2	41	1	1	1.0	Yes
112204	5	2	58	1	1	1.0	Yes
112204	5	2	59	1	1	1.0	Yes
112204	5	2	14	1	-1	-1.0	Yes
112204	5	2	27	1	-1	-1.0	Yes
112204	5	2	44	1	1	1.0	Yes
112204	5	2	38	1	1	1.0	Yes
112204	5	2	46	1	1	1.0	Yes
112204	5	2	56	1	1	1.0	Yes
112204	5	2	49	1	1	1.0	Yes
112204	5	2	13	1	-1	-1.0	Yes
112204	5	2	55	1	1	1.0	Yes
112204	5	2	37	1	1	1.0	Yes
112204	5	2	50	1	1	1.0	Yes
112204	5	2	3	1	-1	-1.0	Yes
112204	5	2	47	1	1	1.0	Yes
112204	5	2	15	1	-1	-1.0	Yes
112204	5	2	40	1	1	1.0	Yes
112204	5	2	24	1	-1	-1.0	Yes
112204	5	2	19	1	-1	-1.0	Yes
112204	5	2	48	1	1	1.0	Yes
112204	5	2	29	1	-1	-1.0	Yes
112204	5	2	22	1	-1	-1.0	Yes
112204	5	2	34	1	1	1.0	Yes
112204	5	2	45	1	1	1.0	Yes
112204	5	2	39	1	1	1.0	Yes
112204	5	2	30	1	-1	-1.0	Yes
112204	5	2	6	1	-1	-1.0	Yes
112204	5	2	11	1	-1	-1.0	Yes
112204	5	2	31	1	1	1.0	Yes
112204	5	2	57	1	1	1.0	Yes
112204	5	2	26	1	-1	-1.0	Yes
112204	5	2	53	1	1	1.0	Yes
112204	5	2	51	1	1	1.0	Yes
112204	5	2	1	1	-1	-1.0	Yes
112204	5	2	42	1	1	1.0	Yes
112204	5	2	4	1	-1	-1.0	Yes
112204	5	2	20	1	-1	-1.0	Yes
112204	5	2	17	1	-1	-1.0	Yes
112204	5	2	8	1	-1	-1.0	Yes
112204	5	2	35	1	1	1.0	Yes
112204	5	2	9	1	-1	-1.0	Yes
112204	5	2	7	1	-1	-1.0	Yes
112204	5	2	10	1	-1	-1.0	Yes
112204	5	2	43	1	1	1.0	Yes
112204	5	2	60	1	1	1.0	Yes
112204	5	2	54	1	1	1.0	Yes
112204	5	2	16	1	-1	-1.0	Yes
112204	5	2	23	1	-1	-1.0	Yes
112204	5	2	52	1	1	1.0	Yes
112204	5	2	2	1	-1	-1.0	Yes
112204	5	2	33	1	1	1.0	Yes
112205	1	2	23	1	-1	-1.0	Yes
112205	1	2	44	1	1	1.0	Yes
112205	1	2	19	1	-1	-1.0	Yes
112205	1	2	46	1	1	1.0	Yes
112205	1	2	59	1	1	1.0	Yes
112205	1	2	2	1	-1	-1.0	Yes
112205	1	2	30	1	-1	-1.0	Yes
112205	1	2	29	1	-1	-1.0	Yes
112205	1	2	33	1	1	1.0	Yes
112205	1	2	15	1	-1	-1.0	Yes
112205	1	2	52	1	1	1.0	Yes
112205	1	2	24	1	-1	-1.0	Yes
112205	1	2	36	1	1	1.0	Yes
112205	1	2	42	1	1	1.0	Yes
112205	1	2	21	1	-1	-1.0	Yes
112205	1	2	60	1	1	1.0	Yes
112205	1	2	11	1	-1	-1.0	Yes
112205	1	2	38	1	1	1.0	Yes
112205	1	2	12	1	-1	-1.0	Yes
112205	1	2	16	1	-1	-1.0	Yes
112205	1	2	53	1	1	1.0	Yes
112205	1	2	51	1	1	1.0	Yes
112205	1	2	27	1	-1	-1.0	Yes
112205	1	2	22	1	-1	-1.0	Yes
112205	1	2	31	1	-1	1.0	No
112205	1	2	20	1	-1	-1.0	Yes
112205	1	2	48	1	1	1.0	Yes
112205	1	2	49	1	1	1.0	Yes
112205	1	2	8	1	-1	-1.0	Yes
112205	1	2	37	1	1	1.0	Yes
112205	1	2	6	1	-1	-1.0	Yes
112205	1	2	47	1	1	1.0	Yes
112205	1	2	34	1	1	1.0	Yes
112205	1	2	57	1	1	1.0	Yes
112205	1	2	1	1	-1	-1.0	Yes
112205	1	2	41	1	1	1.0	Yes
112205	1	2	7	1	-1	-1.0	Yes
112205	1	2	50	1	1	1.0	Yes
112205	1	2	3	1	-1	-1.0	Yes
112205	1	2	35	1	1	1.0	Yes
112205	1	2	5	1	-1	-1.0	Yes
112205	1	2	45	1	1	1.0	Yes
112205	1	2	10	1	-1	-1.0	Yes
112205	1	2	56	1	1	1.0	Yes
112205	1	2	17	1	-1	-1.0	Yes
112205	1	2	58	1	1	1.0	Yes
112205	1	2	26	1	-1	-1.0	Yes
112205	1	2	4	1	-1	-1.0	Yes
112205	1	2	40	1	1	1.0	Yes
112205	1	2	55	1	1	1.0	Yes
112205	1	2	14	1	-1	-1.0	Yes
112205	1	2	28	1	-1	-1.0	Yes
112205	1	2	13	1	-1	-1.0	Yes
112205	1	2	54	1	1	1.0	Yes
112205	1	2	32	1	-1	1.0	No
112205	1	2	43	1	1	1.0	Yes
112205	1	2	25	1	-1	-1.0	Yes
112205	1	2	9	1	-1	-1.0	Yes
112205	1	2	39	1	1	1.0	Yes
112205	1	2	18	1	-1	-1.0	Yes
112205	5	2	1	1	-1	-1.0	Yes
112205	5	2	34	1	1	1.0	Yes
112205	5	2	9	1	-1	-1.0	Yes
112205	5	2	50	1	1	1.0	Yes
112205	5	2	43	1	1	1.0	Yes
112205	5	2	5	1	-1	-1.0	Yes
112205	5	2	60	1	1	1.0	Yes
112205	5	2	21	1	-1	-1.0	Yes
112205	5	2	4	1	-1	-1.0	Yes
112205	5	2	12	1	-1	-1.0	Yes
112205	5	2	10	1	-1	-1.0	Yes
112205	5	2	20	1	-1	-1.0	Yes
112205	5	2	31	1	1	1.0	Yes
112205	5	2	42	1	1	1.0	Yes
112205	5	2	46	1	1	1.0	Yes
112205	5	2	54	1	1	1.0	Yes
112205	5	2	52	1	1	1.0	Yes
112205	5	2	27	1	-1	-1.0	Yes
112205	5	2	40	1	1	1.0	Yes
112205	5	2	47	1	1	1.0	Yes
112205	5	2	23	1	-1	-1.0	Yes
112205	5	2	37	1	1	1.0	Yes
112205	5	2	35	1	1	1.0	Yes
112205	5	2	30	1	-1	-1.0	Yes
112205	5	2	16	1	-1	-1.0	Yes
112205	5	2	24	1	-1	-1.0	Yes
112205	5	2	57	1	1	1.0	Yes
112205	5	2	28	1	-1	-1.0	Yes
112205	5	2	39	1	1	1.0	Yes
112205	5	2	2	1	-1	-1.0	Yes
112205	5	2	53	1	1	1.0	Yes
112205	5	2	17	1	-1	-1.0	Yes
112205	5	2	36	1	1	1.0	Yes
112205	5	2	8	1	-1	-1.0	Yes
112205	5	2	18	1	-1	-1.0	Yes
112205	5	2	7	1	-1	-1.0	Yes
112205	5	2	29	1	-1	-1.0	Yes
112205	5	2	48	1	1	1.0	Yes
112205	5	2	13	1	-1	-1.0	Yes
112205	5	2	56	1	1	1.0	Yes
112205	5	2	55	1	1	1.0	Yes
112205	5	2	19	1	-1	-1.0	Yes
112205	5	2	15	1	-1	-1.0	Yes
112205	5	2	51	1	1	1.0	Yes
112205	5	2	59	1	1	1.0	Yes
112205	5	2	11	1	-1	-1.0	Yes
112205	5	2	22	1	-1	-1.0	Yes
112205	5	2	45	1	1	1.0	Yes
112205	5	2	25	1	-1	-1.0	Yes
112205	5	2	44	1	1	1.0	Yes
112205	5	2	49	1	1	1.0	Yes
112205	5	2	33	1	1	1.0	Yes
112205	5	2	14	1	-1	-1.0	Yes
112205	5	2	41	1	1	1.0	Yes
112205	5	2	6	1	-1	-1.0	Yes
112205	5	2	3	1	-1	-1.0	Yes
112205	5	2	32	1	1	1.0	Yes
112205	5	2	26	1	-1	-1.0	Yes
112205	5	2	58	1	1	1.0	Yes
112205	5	2	38	1	1	1.0	Yes
112206	1	2	26	1	-1	-1.0	Yes
112206	1	2	59	1	1	1.0	Yes
112206	1	2	49	1	1	1.0	Yes
112206	1	2	55	1	1	1.0	Yes
112206	1	2	20	1	-1	-1.0	Yes
112206	1	2	7	1	-1	-1.0	Yes
112206	1	2	46	1	1	1.0	Yes
112206	1	2	42	1	1	1.0	Yes
112206	1	2	18	1	-1	-1.0	Yes
112206	1	2	15	1	-1	-1.0	Yes
112206	1	2	23	1	-1	-1.0	Yes
112206	1	2	56	1	1	1.0	Yes
112206	1	2	27	1	-1	-1.0	Yes
112206	1	2	57	1	1	1.0	Yes
112206	1	2	33	1	1	1.0	Yes
112206	1	2	8	1	-1	-1.0	Yes
112206	1	2	4	1	-1	-1.0	Yes
112206	1	2	1	1	-1	-1.0	Yes
112206	1	2	35	1	1	1.0	Yes
112206	1	2	36	1	1	1.0	Yes
112206	1	2	3	1	-1	-1.0	Yes
112206	1	2	16	1	-1	-1.0	Yes
112206	1	2	37	1	1	1.0	Yes
112206	1	2	22	1	-1	-1.0	Yes
112206	1	2	50	1	1	1.0	Yes
112206	1	2	54	1	1	1.0	Yes
112206	1	2	28	1	-1	-1.0	Yes
112206	1	2	39	1	1	1.0	Yes
112206	1	2	29	1	-1	-1.0	Yes
112206	1	2	58	1	1	1.0	Yes
112206	1	2	51	1	1	1.0	Yes
112206	1	2	9	1	-1	-1.0	Yes
112206	1	2	48	1	1	1.0	Yes
112206	1	2	17	1	-1	-1.0	Yes
112206	1	2	31	1	-1	1.0	No
112206	1	2	43	1	1	1.0	Yes
112206	1	2	47	1	1	1.0	Yes
112206	1	2	52	1	1	1.0	Yes
112206	1	2	34	1	1	1.0	Yes
112206	1	2	44	1	1	1.0	Yes
112206	1	2	25	1	-1	-1.0	Yes
112206	1	2	5	1	-1	-1.0	Yes
112206	1	2	53	1	1	1.0	Yes
112206	1	2	32	1	1	1.0	Yes
112206	1	2	19	1	-1	-1.0	Yes
112206	1	2	40	1	1	1.0	Yes
112206	1	2	6	1	-1	-1.0	Yes
112206	1	2	60	1	1	1.0	Yes
112206	1	2	10	1	-1	-1.0	Yes
112206	1	2	45	1	1	1.0	Yes
112206	1	2	12	1	-1	-1.0	Yes
112206	1	2	2	1	-1	-1.0	Yes
112206	1	2	24	1	-1	-1.0	Yes
112206	1	2	30	1	1	-1.0	No
112206	1	2	38	1	1	1.0	Yes
112206	1	2	11	1	-1	-1.0	Yes
112206	1	2	41	1	1	1.0	Yes
112206	1	2	21	1	-1	-1.0	Yes
112206	1	2	13	1	-1	-1.0	Yes
112206	1	2	14	1	-1	-1.0	Yes
112206	5	2	22	1	-1	-1.0	Yes
112206	5	2	21	1	-1	-1.0	Yes
112206	5	2	45	1	1	1.0	Yes
112206	5	2	19	1	-1	-1.0	Yes
112206	5	2	49	1	1	1.0	Yes
112206	5	2	18	1	-1	-1.0	Yes
112206	5	2	33	1	-1	1.0	No
112206	5	2	3	1	-1	-1.0	Yes
112206	5	2	5	1	-1	-1.0	Yes
112206	5	2	31	1	1	1.0	Yes
112206	5	2	16	1	-1	-1.0	Yes
112206	5	2	58	1	1	1.0	Yes
112206	5	2	39	1	1	1.0	Yes
112206	5	2	14	1	-1	-1.0	Yes
112206	5	2	15	1	-1	-1.0	Yes
112206	5	2	10	1	-1	-1.0	Yes
112206	5	2	2	1	-1	-1.0	Yes
112206	5	2	60	1	1	1.0	Yes
112206	5	2	54	1	1	1.0	Yes
112206	5	2	55	1	1	1.0	Yes
112206	5	2	30	1	1	-1.0	No
112206	5	2	40	1	1	1.0	Yes
112206	5	2	24	1	-1	-1.0	Yes
112206	5	2	4	1	-1	-1.0	Yes
112206	5	2	38	1	1	1.0	Yes
112206	5	2	59	1	1	1.0	Yes
112206	5	2	8	1	-1	-1.0	Yes
112206	5	2	1	1	-1	-1.0	Yes
112206	5	2	46	1	1	1.0	Yes
112206	5	2	20	1	-1	-1.0	Yes
112206	5	2	26	1	-1	-1.0	Yes
112206	5	2	37	1	1	1.0	Yes
112206	5	2	50	1	1	1.0	Yes
112206	5	2	25	1	-1	-1.0	Yes
112206	5	2	57	1	1	1.0	Yes
112206	5	2	27	1	-1	-1.0	Yes
112206	5	2	32	1	1	1.0	Yes
112206	5	2	52	1	1	1.0	Yes
112206	5	2	41	1	1	1.0	Yes
112206	5	2	53	1	1	1.0	Yes
112206	5	2	42	1	1	1.0	Yes
112206	5	2	29	1	-1	-1.0	Yes
112206	5	2	36	1	1	1.0	Yes
112206	5	2	9	1	-1	-1.0	Yes
112206	5	2	47	1	1	1.0	Yes
112206	5	2	13	1	-1	-1.0	Yes
112206	5	2	34	1	1	1.0	Yes
112206	5	2	44	1	1	1.0	Yes
112206	5	2	12	1	-1	-1.0	Yes
112206	5	2	43	1	1	1.0	Yes
112206	5	2	51	1	1	1.0	Yes
112206	5	2	48	1	1	1.0	Yes
112206	5	2	11	1	-1	-1.0	Yes
112206	5	2	17	1	-1	-1.0	Yes
112206	5	2	56	1	1	1.0	Yes
112206	5	2	23	1	-1	-1.0	Yes
112206	5	2	7	1	-1	-1.0	Yes
112206	5	2	28	1	-1	-1.0	Yes
112206	5	2	35	1	1	1.0	Yes
112206	5	2	6	1	-1	-1.0	Yes
112207	1	2	43	1	1	1.0	Yes
112207	1	2	36	1	1	1.0	Yes
112207	1	2	34	1	1	1.0	Yes
112207	1	2	24	1	-1	-1.0	Yes
112207	1	2	7	1	-1	-1.0	Yes
112207	1	2	49	1	1	1.0	Yes
112207	1	2	32	1	-1	1.0	No
112207	1	2	33	1	-1	1.0	No
112207	1	2	8	1	-1	-1.0	Yes
112207	1	2	9	1	-1	-1.0	Yes
112207	1	2	59	1	1	1.0	Yes
112207	1	2	57	1	1	1.0	Yes
112207	1	2	37	1	1	1.0	Yes
112207	1	2	1	1	-1	-1.0	Yes
112207	1	2	26	1	-1	-1.0	Yes
112207	1	2	23	1	-1	-1.0	Yes
112207	1	2	35	1	1	1.0	Yes
112207	1	2	19	1	-1	-1.0	Yes
112207	1	2	5	1	-1	-1.0	Yes
112207	1	2	50	1	1	1.0	Yes
112207	1	2	51	1	1	1.0	Yes
112207	1	2	48	1	1	1.0	Yes
112207	1	2	55	1	1	1.0	Yes
112207	1	2	58	1	1	1.0	Yes
112207	1	2	18	1	-1	-1.0	Yes
112207	1	2	46	1	1	1.0	Yes
112207	1	2	17	1	-1	-1.0	Yes
112207	1	2	38	1	1	1.0	Yes
112207	1	2	22	1	-1	-1.0	Yes
112207	1	2	3	1	-1	-1.0	Yes
112207	1	2	2	1	-1	-1.0	Yes
112207	1	2	4	1	-1	-1.0	Yes
112207	1	2	16	1	-1	-1.0	Yes
112207	1	2	15	1	-1	-1.0	Yes
112207	1	2	6	1	-1	-1.0	Yes
112207	1	2	30	1	-1	-1.0	Yes
112207	1	2	40	1	1	1.0	Yes
112207	1	2	44	1	1	1.0	Yes
112207	1	2	13	1	-1	-1.0	Yes
112207	1	2	60	1	1	1.0	Yes
112207	1	2	27	1	-1	-1.0	Yes
112207	1	2	25	1	-1	-1.0	Yes
112207	1	2	47	1	1	1.0	Yes
112207	1	2	52	1	1	1.0	Yes
112207	1	2	45	1	1	1.0	Yes
112207	1	2	56	1	1	1.0	Yes
112207	1	2	39	1	1	1.0	Yes
112207	1	2	20	1	-1	-1.0	Yes
112207	1	2	31	1	1	1.0	Yes
112207	1	2	14	1	-1	-1.0	Yes
112207	1	2	53	1	1	1.0	Yes
112207	1	2	29	1	-1	-1.0	Yes
112207	1	2	42	1	1	1.0	Yes
112207	1	2	21	1	-1	-1.0	Yes
112207	1	2	54	1	1	1.0	Yes
112207	1	2	41	1	1	1.0	Yes
112207	1	2	10	1	-1	-1.0	Yes
112207	1	2	11	1	-1	-1.0	Yes
112207	1	2	28	1	1	-1.0	No
112207	1	2	12	1	-1	-1.0	Yes
112207	5	2	4	1	-1	-1.0	Yes
112207	5	2	39	1	1	1.0	Yes
112207	5	2	16	1	-1	-1.0	Yes
112207	5	2	55	1	1	1.0	Yes
112207	5	2	50	1	1	1.0	Yes
112207	5	2	24	1	-1	-1.0	Yes
112207	5	2	12	1	-1	-1.0	Yes
112207	5	2	44	1	1	1.0	Yes
112207	5	2	60	1	1	1.0	Yes
112207	5	2	37	1	1	1.0	Yes
112207	5	2	13	1	-1	-1.0	Yes
112207	5	2	56	1	1	1.0	Yes
112207	5	2	59	1	1	1.0	Yes
112207	5	2	2	1	-1	-1.0	Yes
112207	5	2	38	1	1	1.0	Yes
112207	5	2	43	1	1	1.0	Yes
112207	5	2	52	1	1	1.0	Yes
112207	5	2	35	1	1	1.0	Yes
112207	5	2	28	1	-1	-1.0	Yes
112207	5	2	26	1	-1	-1.0	Yes
112207	5	2	58	1	1	1.0	Yes
112207	5	2	31	1	1	1.0	Yes
112207	5	2	41	1	1	1.0	Yes
112207	5	2	21	1	-1	-1.0	Yes
112207	5	2	33	1	1	1.0	Yes
112207	5	2	45	1	1	1.0	Yes
112207	5	2	51	1	1	1.0	Yes
112207	5	2	27	1	-1	-1.0	Yes
112207	5	2	6	1	-1	-1.0	Yes
112207	5	2	29	1	-1	-1.0	Yes
112207	5	2	17	1	-1	-1.0	Yes
112207	5	2	46	1	1	1.0	Yes
112207	5	2	5	1	-1	-1.0	Yes
112207	5	2	47	1	1	1.0	Yes
112207	5	2	34	1	1	1.0	Yes
112207	5	2	20	1	-1	-1.0	Yes
112207	5	2	1	1	-1	-1.0	Yes
112207	5	2	32	1	1	1.0	Yes
112207	5	2	22	1	-1	-1.0	Yes
112207	5	2	11	1	-1	-1.0	Yes
112207	5	2	40	1	1	1.0	Yes
112207	5	2	57	1	1	1.0	Yes
112207	5	2	36	1	1	1.0	Yes
112207	5	2	18	1	-1	-1.0	Yes
112207	5	2	19	1	-1	-1.0	Yes
112207	5	2	54	1	1	1.0	Yes
112207	5	2	9	1	-1	-1.0	Yes
112207	5	2	10	1	-1	-1.0	Yes
112207	5	2	3	1	-1	-1.0	Yes
112207	5	2	8	1	-1	-1.0	Yes
112207	5	2	42	1	1	1.0	Yes
112207	5	2	49	1	1	1.0	Yes
112207	5	2	53	1	1	1.0	Yes
112207	5	2	7	1	-1	-1.0	Yes
112207	5	2	23	1	-1	-1.0	Yes
112207	5	2	48	1	1	1.0	Yes
112207	5	2	25	1	-1	-1.0	Yes
112207	5	2	15	1	-1	-1.0	Yes
112207	5	2	30	1	1	-1.0	No
112207	5	2	14	1	-1	-1.0	Yes
112208	1	2	53	1	1	1.0	Yes
112208	1	2	16	1	-1	-1.0	Yes
112208	1	2	10	1	-1	-1.0	Yes
